Name1,Name2,Set,Card_type1,Card_type2,Mana_Cost1,Mana_Cost2,Mana_Value1,Mana_Value2,Color,Rarity,Price
Akki Battle Squad,,NEC,Creature,,5R,,6.0,0.0,R,R,0.33
Akki Blizzard-Herder,,BOK,Creature,,1R,,2.0,0.0,R,C,0.21
Akki Coalflinger,,EVG,Creature,,1RR,,3.0,0.0,R,U,0.06
Akki Drillmaster,,SOK,Creature,,2R,,3.0,0.0,R,C,0.1
Akki Ember-Keeper,,NEO,Enchantment Creature,,1R,,2.0,0.0,R,C,0.01
Akki Lavarunner,"Tok-Tok, Volcano Born",CHK,Creature,Creature,3R,,4.0,0.0,R,R,0.52
Akki Raider,,BOK,Creature,,1R,,2.0,0.0,R,U,0.18
Akki Rockspeaker,,CHK,Creature,,1R,,2.0,0.0,R,C,0.1
Akki Ronin,,NEO,Creature,,1R,,2.0,0.0,R,C,0.02
Akki Underling,,SOK,Creature,,1R,,2.0,0.0,R,C,0.07
Akki Underminer,,CHK,Creature,,3R,,4.0,0.0,R,U,0.21
Akki War Paint,,NEO,Enchantment,,R,,1.0,0.0,R,C,0.02
Akoum Battlesinger,,WWK,Creature,,1R,,2.0,0.0,R,C,0.12
Akoum Boulderfoot,,ROE,Creature,,4RR,,6.0,0.0,R,U,0.07
Akoum Firebird,,BFZ,Creature,,2RR,,4.0,0.0,R,M,0.27
Akoum Flameseeker,,OGW,Creature,,2R,,3.0,0.0,R,C,0.02
Akoum Hellhound,,ZNR,Creature,,R,,1.0,0.0,R,C,0.04
Akoum Hellkite,,GN2,Creature,,4RR,,6.0,0.0,R,R,0.2
Akoum Refuge,,C19,Land,,,,0.0,0.0,BR,U,0.12
Akoum Stonewaker,,BFZ,Creature,,1R,,2.0,0.0,R,U,0.05
Akoum Warrior,Akoum Teeth,ZNR,Creature,Land,5R,,6.0,0.0,R,U,0.06
Akrasan Squire,,ALA,Creature,,W,,1.0,0.0,W,C,0.25
Akroan Conscriptor,,BNG,Creature,,4R,,5.0,0.0,R,U,0.14
Akroan Crusader,,UMA,Creature,,R,,1.0,0.0,R,C,0.07
Akroan Hoplite,,CN2,Creature,,RW,,2.0,0.0,WR,U,0.06
Akroan Horse,,C16,Creature Artifact,,4,,4.0,0.0,C,R,0.23
Akroan Jailer,,ORI,Creature,,W,,1.0,0.0,W,C,0.02
Akroan Line Breaker,,JOU,Creature,,2R,,3.0,0.0,R,U,0.06
Akroan Mastiff,,JOU,Creature,,3W,,4.0,0.0,W,C,0.04
Akroan Phalanx,,BNG,Creature,,3W,,4.0,0.0,WR,U,0.1
Akroan Sergeant,,ORI,Creature,,2R,,3.0,0.0,R,C,0.03
Akroan Skyguard,,BNG,Creature,,1W,,2.0,0.0,W,C,0.19
"Akroma, Angel of Fury",,TSR,Creature,,5RRR,,8.0,0.0,R,M,0.92
"Akroma, Angel of Wrath",,C20,Creature,,5WWW,,8.0,0.0,W,M,3.02
Akroma's Blessing,,VMA,Instant,,2W,,3.0,0.0,W,U,0.23
Akroma's Devoted,,LGN,Creature,,3W,,4.0,0.0,W,U,0.2
Akroma's Memorial,,TSR,Artifact,,7,,7.0,0.0,C,M,14.73
Akroma's Vengeance,,C20,Sorcery,,4WW,,6.0,0.0,W,R,0.25
Akroma's Will,,CMR,Instant,,3W,,4.0,0.0,W,R,13.14
"Akroma, Vision of Ixidor",,CMR,Creature,,5WW,,7.0,0.0,W,M,3.64
Akron Legionnaire,,ME3,Creature,,6WW,,8.0,0.0,W,R,0.24
Aku Djinn,,VIS,Creature,,3BB,,5.0,0.0,B,R,1.63
"Akuta, Born of Ash",,SOK,Creature,,2BB,,4.0,0.0,B,R,0.21
Al-abara's Carpet,,ME4,Artifact,,5,,5.0,0.0,C,R,51.48
Alabaster Dragon,,WTH,Creature,,4WW,,6.0,0.0,W,R,0.21
Alabaster Kirin,,KTK,Creature,,3W,,4.0,0.0,W,C,0.04
Alabaster Leech,,INV,Creature,,W,,1.0,0.0,W,R,0.23
Alabaster Mage,,2XM,Creature,,1W,,2.0,0.0,W,C,0.02
Alabaster Potion,,ME3,Instant,,XWW,,2.0,0.0,W,U,0.11
Alabaster Wall,,MMQ,Creature,,2W,,3.0,0.0,W,C,0.1
Alaborn Cavalier,,DDG,Creature,,2WW,,4.0,0.0,W,U,0.25
Alaborn Grenadier,,P02,Creature,,WW,,2.0,0.0,W,C,0.32
Alaborn Musketeer,,ME4,Creature,,1W,,2.0,0.0,W,C,0.24
Alaborn Trooper,,ME4,Creature,,2W,,3.0,0.0,W,C,0.09
Alaborn Veteran,,P02,Creature,,2W,,3.0,0.0,W,R,0.97
Alaborn Zealot,,P02,Creature,,W,,1.0,0.0,W,U,1.81
Aladdin,,ME4,Creature,,2RR,,4.0,0.0,R,R,0.48
Aladdin's Lamp,,4ED,Artifact,,10,,1.0,0.0,C,R,0.28
Aladdin's Ring,,9ED,Artifact,,8,,8.0,0.0,C,R,0.15
"Alandra, Sky Dreamer",,J22,Creature,,2UU,,4.0,0.0,U,R,6.56
Alarum,,MIR,Instant,,1W,,2.0,0.0,W,C,0.13
Alaundo the Seer,,CLB,Creature,,2GU,,4.0,0.0,UG,R,0.09
Albino Troll,,GVL,Creature,,1G,,2.0,0.0,G,U,0.08
Alchemist's Apprentice,,AVR,Creature,,1U,,2.0,0.0,U,C,0.07
Alchemist's Gambit,,VOW,Sorcery,,1RR,,3.0,0.0,UR,R,0.18
Alchemist's Gift,,M21,Instant,,B,,1.0,0.0,B,C,0.04
Alchemist's Greeting,,C19,Sorcery,,4R,,5.0,0.0,R,C,0.04
Alchemist's Refuge,,AVR,Land,,,,0.0,0.0,UG,R,3.13
Alchemist's Retrieval,,VOW,Instant,,U,,1.0,0.0,U,C,0.15
Alchemist's Vial,,ORI,Artifact,,2,,2.0,0.0,C,C,0.16
Alchor's Tomb,,ME4,Artifact,,4,,4.0,0.0,C,R,40.39
Aleatory,,MIR,Instant,,1R,,2.0,0.0,R,U,0.26
"Alela, Artful Provocateur",,NCC,Creature,,1WUB,,4.0,0.0,WUB,M,0.24
"Alena, Kessig Trapper",,CMR,Creature,,4R,,5.0,0.0,R,U,0.14
Alert Heedbonder,,IKO,Creature,,1G/WG/W,,5.0,0.0,WG,U,0.05
Alert Shu Infantry,,PTK,Creature,,2W,,3.0,0.0,W,U,17.97
Alesha's Vanguard,,FRF,Creature,,3B,,4.0,0.0,B,C,0.04
"Alesha, Who Smiles at Death",,DMC,Creature,,2R,,3.0,0.0,WBR,R,0.14
Alexi's Cloak,,PCY,Enchantment,,1U,,2.0,0.0,U,C,0.36
"Alexi, Zephyr Mage",,PCY,Creature,,3UU,,5.0,0.0,U,R,0.41
Algae Gharial,,MM2,Creature,,3G,,4.0,0.0,G,U,0.1
"Alhammarret, High Arbiter",,ORI,Creature,,5UU,,7.0,0.0,U,R,0.15
Alhammarret's Archive,,C21,Artifact,,5,,5.0,0.0,C,M,10.99
"Alharu, Solemn Ritualist",,CMR,Creature,,4W,,5.0,0.0,W,U,0.07
Ali Baba,,4ED,Creature,,R,,1.0,0.0,R,U,0.16
Aliban's Tower,,HML,Instant,,1R,,2.0,0.0,R,C,0.14
"Alibou, Ancient Witness",,C21,Creature Artifact,,3RW,,5.0,0.0,WR,M,0.89
Ali from Cairo,,ME4,Creature,,2RR,,4.0,0.0,R,R,444.92
Aligned Hedron Network,,BFZ,Artifact,,4,,4.0,0.0,C,R,0.11
"Alirios, Enraptured",,THB,Creature,,2U,,3.0,0.0,U,U,0.04
A Little Chat,,SNC,Instant,,1U,,2.0,0.0,U,U,0.02
Alive,Well,DGM,Sorcery,Sorcery,3G,W,4.0,1.0,WG,U,0.07
Allay,,EXO,Instant,,1W,,2.0,0.0,W,C,0.14
Alley Evasion,,AER,Instant,,W,,1.0,0.0,W,C,0.03
Alley Grifters,,MMQ,Creature,,1BB,,3.0,0.0,B,C,0.12
Alley Strangler,,AER,Creature,,2B,,3.0,0.0,B,C,0.06
All Hallow's Eve,,ME3,Sorcery,,2BB,,4.0,0.0,B,R,607.99
Alliance of Arms,,CMD,Sorcery,,W,,1.0,0.0,W,R,6.55
Allied Assault,,ZNR,Instant,,2W,,3.0,0.0,W,U,0.02
Allied Reinforcements,,OGW,Sorcery,,3W,,4.0,0.0,W,U,0.09
Allied Strategies,,DDE,Sorcery,,4U,,5.0,0.0,U,U,0.18
All Is Dust,,UMA,Sorcery,,7,,7.0,0.0,C,R,6.14
Allosaurus Rider,,EVG,Creature,,5GG,,7.0,0.0,G,R,0.51
Allosaurus Shepherd,,2X2,Creature,,G,,1.0,0.0,G,M,24.37
Alloy Animist,,BRO,Creature,,G,,1.0,0.0,G,U,0.03
Alloy Golem,,INV,Creature Artifact,,6,,6.0,0.0,C,U,0.16
Alloy Myr,,JMP,Creature Artifact,,3,,3.0,0.0,C,C,0.24
All-Seeing Arbiter,,SNC,Creature,,4UU,,6.0,0.0,U,M,0.23
All Suns' Dawn,,MM2,Sorcery,,4G,,5.0,0.0,G,R,0.29
All That Glitters,,ELD,Enchantment,,1W,,2.0,0.0,W,U,1.12
Allure of the Unknown,,THB,Sorcery,,3BR,,5.0,0.0,BR,R,0.07
Alluring Scent,,ME4,Sorcery,,1GG,,3.0,0.0,G,C,1.1
Alluring Siren,,M12,Creature,,1U,,2.0,0.0,U,U,0.05
Alluring Suitor,Deadly Dancer,VOW,Creature,Creature,2R,,3.0,0.0,R,U,0.03
Ally Encampment,,BFZ,Land,,,,0.0,0.0,C,R,0.21
Almighty Brushwagg,,IKO,Creature,,G,,1.0,0.0,G,C,0.04
Alms,,WTH,Enchantment,,W,,1.0,0.0,W,C,0.11
Alms Beast,,GTC,Creature,,2WB,,4.0,0.0,WB,R,0.09
Alms Collector,,C17,Creature,,3W,,4.0,0.0,W,R,8.85
Alms of the Vein,,SOI,Sorcery,,2B,,3.0,0.0,B,C,0.27
"Alora, Merry Thief",,CLB,Creature,,2U,,3.0,0.0,U,U,0.05
Alpha Authority,,GTC,Enchantment,,1G,,2.0,0.0,G,U,1.29
Alpha Brawl,,DKA,Sorcery,,6RR,,8.0,0.0,R,R,0.26
Alpha Kavu,,PLS,Creature,,2G,,3.0,0.0,G,U,0.02
Alpha Myr,,MRD,Creature Artifact,,2,,2.0,0.0,C,C,0.16
Alpha Status,,SCG,Enchantment,,2G,,3.0,0.0,G,U,3.73
Alpha Tyrranax,,SOM,Creature,,4GG,,6.0,0.0,G,C,0.06
Alpine Grizzly,,KTK,Creature,,2G,,3.0,0.0,G,C,0.17
Alpine Guide,,MH1,Creature,,2R,,3.0,0.0,R,U,0.06
Alpine Houndmaster,,M21,Creature,,RW,,2.0,0.0,WR,U,0.15
Alpine Meadow,,KHM,Land,,,,0.0,0.0,WR,C,0.22
Alpine Moon,,M19,Enchantment,,R,,1.0,0.0,R,R,1.6
Alpine Watchdog,,M21,Creature,,1W,,2.0,0.0,W,C,0.08
"Alrund, God of the Cosmos","Hakka, Whispering Raven",KHM,Creature,Creature,3UU,1U,5.0,2.0,U,M,0.4
Alrund's Epiphany,,KHM,Sorcery,,5UU,,7.0,0.0,U,M,2.65
Alseid of Life's Bounty,,THB,Enchantment Creature,,W,,1.0,0.0,W,U,0.22
Altac Bloodseeker,,M15,Creature,,1R,,2.0,0.0,R,U,0.07
Altar Golem,,EVE,Creature Artifact,,7,,7.0,0.0,C,R,0.37
Altar of Bhaal,Bone Offering,CLB,Artifact,Sorcery,1B,2B,2.0,3.0,B,R,0.23
Altar of Bone,,ICE,Sorcery,,GW,,2.0,0.0,WG,R,7.21
Altar of Dementia,,MH1,Artifact,,2,,2.0,0.0,C,R,4.79
Altar of Shadows,,MRD,Artifact,,7,,7.0,0.0,B,R,0.32
Altar of the Brood,,KTK,Artifact,,1,,1.0,0.0,C,R,6.95
Altar of the Goyf,,MH2,Artifact,,5,,5.0,0.0,C,U,0.03
Altar of the Lost,,DKA,Artifact,,3,,3.0,0.0,C,U,0.08
Altar of the Pantheon,,THB,Artifact,,3,,3.0,0.0,C,C,0.06
Altar's Light,,MRD,Instant,,2WW,,4.0,0.0,W,U,0.1
Altar's Reap,,CMA,Instant,,1B,,2.0,0.0,B,C,0.08
Altered Ego,,SOI,Creature,,X2GU,,4.0,0.0,UG,R,1.4
Alter Reality,,TOR,Instant,,1U,,2.0,0.0,U,R,1.29
Aluren,,TPR,Enchantment,,2GG,,4.0,0.0,G,R,62.25
Always Watching,,GNT,Enchantment,,1WW,,3.0,0.0,W,R,1.0
Amaranthine Wall,,DOM,Creature Artifact,,4,,4.0,0.0,C,U,0.16
"Amareth, the Lustrous",,CMR,Creature,,3GWU,,6.0,0.0,WUG,R,0.19
Amass the Components,,IMA,Sorcery,,3U,,4.0,0.0,U,C,0.06
Ambassador Blorpityblorpboop,,UNF,Creature,,3GU,,5.0,0.0,UG,U,0.06
Ambassador Laquatus,,10E,Creature,,1UU,,3.0,0.0,U,R,0.77
Ambassador Oak,,JMP,Creature,,3G,,4.0,0.0,G,C,0.02
Amber Gristle O'Maul,,CLB,Creature,,3R,,4.0,0.0,R,U,0.04
Amber Prison,,6ED,Artifact,,4,,4.0,0.0,C,R,0.2
Ambition's Cost,,DMC,Sorcery,,3B,,4.0,0.0,B,U,0.1
Ambitious Aetherborn,,KLD,Creature,,4B,,5.0,0.0,B,C,0.04
Ambitious Assault,,NEO,Instant,,2R,,3.0,0.0,R,C,0.02
Ambitious Dragonborn,,CLB,Creature,,3G,,4.0,0.0,G,C,0.05
Ambitious Farmhand,Seasoned Cathar,MID,Creature,Creature,1W,,2.0,0.0,W,U,0.18
Ambuscade,,2X2,Instant,,2G,,3.0,0.0,G,C,0.01
Ambuscade Shaman,,DTK,Creature,,2B,,3.0,0.0,B,U,0.08
Ambush,,HML,Instant,,3R,,4.0,0.0,R,C,0.15
Ambush Commander,,EVG,Creature,,3GG,,5.0,0.0,G,R,2.18
Ambush Krotiq,,FRF,Creature,,5G,,6.0,0.0,G,C,0.03
Ambush Paratrooper,,BRO,Creature,,1W,,2.0,0.0,W,C,0.02
Ambush Party,,ME2,Creature,,4R,,5.0,0.0,R,C,0.12
Ambush Viper,,CMR,Creature,,1G,,2.0,0.0,G,C,0.05
Amethyst Dragon,Explosive Crystal,CLB,Creature,Sorcery,4RR,4R,6.0,5.0,R,U,0.06
Aminatou's Augury,,C18,Sorcery,,6UU,,8.0,0.0,U,R,1.83
"Aminatou, the Fateshifter",,2X2,Planeswalker,,WUB,,3.0,0.0,WUB,M,1.46
Ammit Eternal,,HOU,Creature,,2B,,3.0,0.0,B,R,0.32
Amnesia,,ME1,Sorcery,,3UUU,,6.0,0.0,U,R,2.45
Amoeboid Changeling,,LRW,Creature,,1U,,2.0,0.0,U,C,0.29
Amok,,STH,Enchantment,,1R,,2.0,0.0,R,R,0.28
Amorphous Axe,,CMR,Artifact,,2,,2.0,0.0,C,C,0.04
Amphibious Kavu,,PLS,Creature,,2G,,3.0,0.0,G,C,0.1
Amphin Cutthroat,,M12,Creature,,3U,,4.0,0.0,U,C,0.02
Amphin Mutineer,,CMR,Creature,,3U,,4.0,0.0,U,R,0.37
Amphin Pathmage,,M15,Creature,,3U,,4.0,0.0,U,C,0.04
Amplifire,,RNA,Creature,,2RR,,4.0,0.0,R,R,0.09
Ampryn Tactician,,ORI,Creature,,2WW,,4.0,0.0,W,C,0.07
Amrou Kithkin,,ME3,Creature,,WW,,2.0,0.0,W,C,0.08
Amrou Scout,,TSR,Creature,,1W,,2.0,0.0,W,C,0.01
Amrou Seekers,,TSR,Creature,,2W,,3.0,0.0,W,C,0.02
Amugaba,,ODY,Creature,,5UU,,7.0,0.0,U,R,0.26
Amulet of Kroog,,ME4,Artifact,,2,,2.0,0.0,C,C,0.1
Amulet of Safekeeping,,M19,Artifact,,2,,2.0,0.0,C,R,0.14
Amulet of Unmaking,,MIR,Artifact,,5,,5.0,0.0,C,R,2.48
Amulet of Vigor,,WWK,Artifact,,1,,1.0,0.0,C,R,24.06
Anaba Ancestor,,ME3,Creature,,1R,,2.0,0.0,R,C,0.96
Anaba Bodyguard,,10E,Creature,,3R,,4.0,0.0,R,C,0.04
Anaba Shaman,,9ED,Creature,,3R,,4.0,0.0,R,C,0.05
Anaba Spirit Crafter,,ME3,Creature,,2RR,,4.0,0.0,R,C,1.57
Ana Battlemage,,PLC,Creature,,2G,,3.0,0.0,UBG,U,0.19
Anaconda,,9ED,Creature,,3G,,4.0,0.0,G,U,0.09
Ana Disciple,,APC,Creature,,G,,1.0,0.0,UBG,C,0.15
"Anafenza, Kin-Tree Spirit",,DMC,Creature,,WW,,2.0,0.0,W,R,0.23
"Anafenza, the Foremost",,KTK,Creature,,WBG,,3.0,0.0,WBG,M,1.1
"Anara, Wolvid Familiar",,CMR,Creature,,3G,,4.0,0.0,G,U,0.13
Anarchist,,TPR,Creature,,4R,,5.0,0.0,R,C,0.13
Anarchy,,ME2,Sorcery,,2RR,,4.0,0.0,R,R,0.79
Ana Sanctuary,,APC,Enchantment,,2G,,3.0,0.0,G,U,0.16
Anathemancer,,ARB,Creature,,1BR,,3.0,0.0,BR,U,0.23
Anavolver,,APC,Creature,,3G,,4.0,0.0,UBG,R,0.24
Anax and Cymede,,THS,Creature,,1RW,,3.0,0.0,WR,R,0.18
"Anax, Hardened in the Forge",,THB,Enchantment Creature,,1RR,,3.0,0.0,R,U,0.1
Ancestor Dragon,,GS1,Creature,,4WW,,6.0,0.0,W,R,1.59
Ancestor's Chosen,,UMA,Creature,,5WW,,7.0,0.0,W,U,0.04
Ancestor's Prophet,,ONS,Creature,,4W,,5.0,0.0,W,R,0.28
Ancestral Anger,,VOW,Sorcery,,R,,1.0,0.0,R,C,0.25
Ancestral Blade,,CMR,Artifact,,1W,,2.0,0.0,W,C,0.01
Ancestral Hot Dog Minotaur,,SUN,,,,,0.0,0.0,C,C,0.18
Ancestral Katana,,NEO,Artifact,,1W,,2.0,0.0,W,C,0.03
Ancestral Knowledge,,WTH,Enchantment,,1U,,2.0,0.0,U,R,6.41
Ancestral Mask,,EMA,Enchantment,,2G,,3.0,0.0,G,U,4.13
Ancestral Memories,,7ED,Sorcery,,2UUU,,5.0,0.0,U,R,0.21
Ancestral Statue,,JMP,Creature Artifact,,4,,4.0,0.0,C,C,0.17
Ancestral Tribute,,ODY,Sorcery,,5WW,,7.0,0.0,W,R,0.24
Ancestral Vengeance,,FRF,Enchantment,,BB,,2.0,0.0,B,C,0.01
Ancestral Vision,,TSR,Sorcery,,,,0.0,0.0,U,M,3.25
Anchor to Reality,,NEO,Sorcery,,2UU,,4.0,0.0,U,U,0.09
Anchor to the Aether,,ORI,Sorcery,,2U,,3.0,0.0,U,U,0.05
Ancient Amphitheater,,CM2,Land,,,,0.0,0.0,WR,R,0.4
Ancient Animus,,CMR,Instant,,1G,,2.0,0.0,G,C,0.03
Ancient Brass Dragon,,CLB,Creature,,5BB,,7.0,0.0,B,M,11.95
Ancient Brontodon,,XLN,Creature,,6GG,,8.0,0.0,G,C,0.09
Ancient Bronze Dragon,,CLB,Creature,,5GG,,7.0,0.0,G,M,7.47
Ancient Carp,,DTK,Creature,,4U,,5.0,0.0,U,C,0.02
Ancient Copper Dragon,,CLB,Creature,,4RR,,6.0,0.0,R,M,50.21
Ancient Crab,,AKH,Creature,,1UU,,3.0,0.0,U,C,0.03
Ancient Craving,,VOC,Sorcery,,3B,,4.0,0.0,B,U,0.17
Ancient Den,,C21,Land Artifact,,,,0.0,0.0,W,C,0.79
Ancient Excavation,,CM2,Instant,,2UB,,4.0,0.0,UB,U,1.0
Ancient Gold Dragon,,CLB,Creature,,5WW,,7.0,0.0,W,M,8.0
Ancient Greenwarden,,ZNR,Creature,,4GG,,6.0,0.0,G,M,10.38
Ancient Grudge,,TSR,Instant,,1R,,2.0,0.0,RG,C,0.12
Ancient Hellkite,,M11,Creature,,4RRR,,7.0,0.0,R,R,0.28
Ancient Hydra,,NEM,Creature,,4R,,5.0,0.0,R,U,0.2
Ancient Kavu,,INV,Creature,,3R,,4.0,0.0,R,C,0.1
Ancient Lumberknot,,VOW,Creature,,2BG,,4.0,0.0,BG,U,0.1
Ancient Ooze,,SCG,Creature,,5GG,,7.0,0.0,G,R,2.57
Ancient Runes,,TMP,Enchantment,,2R,,3.0,0.0,R,U,0.71
Ancient Silverback,,M15,Creature,,4GG,,6.0,0.0,G,U,0.11
Ancient Silver Dragon,,CLB,Creature,,6UU,,8.0,0.0,U,M,20.93
Ancient Spider,,PLS,Creature,,2GW,,4.0,0.0,WG,R,0.28
Ancient Spring,,INV,Land,,,,0.0,0.0,WUB,C,0.17
Ancient Stirrings,,2XM,Sorcery,,G,,1.0,0.0,G,C,0.21
Ancient Stone Idol,,C18,Creature Artifact,,10,,1.0,0.0,C,R,7.51
Ancient Tomb,,UMA,Land,,,,0.0,0.0,C,R,23.46
Ancient Ziggurat,,CON,Land,,,,0.0,0.0,C,U,2.71
Andradite Leech,,INV,Creature,,2B,,3.0,0.0,B,R,0.19
And They Shall Know No Fear,,40K,Instant,,1W,,2.0,0.0,W,U,4.37
Angelfire Crusader,,APC,Creature,,3W,,4.0,0.0,WR,C,0.11
Angelfire Ignition,,MID,Sorcery,,1RW,,3.0,0.0,WR,R,0.34
Angelheart Protector,,ZNR,Creature,,2W,,3.0,0.0,W,C,0.02
Angelheart Vial,,ROE,Artifact,,5,,5.0,0.0,C,R,0.32
Angelic Accord,,IMA,Enchantment,,3W,,4.0,0.0,W,U,0.93
Angelic Arbiter,,JMP,Creature,,5WW,,7.0,0.0,W,R,0.95
Angelic Armaments,,CMR,Artifact,,3,,3.0,0.0,C,U,0.02
Angelic Ascension,,M21,Instant,,1W,,2.0,0.0,W,U,0.07
Angelic Benediction,,DVD,Enchantment,,3W,,4.0,0.0,W,U,0.11
Angelic Blessing,,TPR,Sorcery,,2W,,3.0,0.0,W,C,0.09
Angelic Captain,,BFZ,Creature,,3RW,,5.0,0.0,WR,R,0.14
Angelic Chorus,,BBD,Enchantment,,3WW,,5.0,0.0,W,R,2.84
Angelic Cub,,J22,Creature,,1W,,2.0,0.0,W,U,0.32
Angelic Curator,,MH2,Creature,,1W,,2.0,0.0,W,U,0.07
Angelic Destiny,,M12,Enchantment,,2WW,,4.0,0.0,W,M,3.41
Angelic Edict,,JMP,Sorcery,,4W,,5.0,0.0,W,C,0.04
Angelic Exaltation,,RNA,Enchantment,,3W,,4.0,0.0,W,U,0.12
Angelic Favor,,NEM,Instant,,3W,,4.0,0.0,W,U,0.24
Angelic Field Marshal,,C14,Creature,,2WW,,4.0,0.0,W,R,10.2
Angelic Gift,,AFC,Enchantment,,1W,,2.0,0.0,W,C,0.02
Angelic Guardian,,M20,Creature,,4WW,,6.0,0.0,W,R,1.43
Angelic Observer,,SNC,Creature,,5W,,6.0,0.0,W,U,0.06
Angelic Overseer,,ISD,Creature,,3WW,,5.0,0.0,W,M,2.45
Angelic Page,,JMP,Creature,,1W,,2.0,0.0,W,C,0.15
Angelic Protector,,TPR,Creature,,3W,,4.0,0.0,W,U,0.15
Angelic Purge,,SOI,Sorcery,,2W,,3.0,0.0,W,C,0.12
Angelic Quartermaster,,VOW,Creature,,3WW,,5.0,0.0,W,U,0.07
Angelic Renewal,,UMA,Enchantment,,1W,,2.0,0.0,W,C,0.21
Angelic Shield,,DDI,Enchantment,,WU,,2.0,0.0,WU,U,0.26
Angelic Skirmisher,,GTC,Creature,,4WW,,6.0,0.0,W,R,1.34
Angelic Sleuth,,NCC,Creature,,2W,,3.0,0.0,W,R,0.14
Angelic Voices,,ME4,Enchantment,,2WW,,4.0,0.0,W,U,0.26
Angelic Wall,,M14,Creature,,1W,,2.0,0.0,W,C,0.09
Angel of Condemnation,,HOU,Creature,,2WW,,4.0,0.0,W,R,0.38
Angel of Deliverance,,SOI,Creature,,6WW,,8.0,0.0,W,R,0.14
Angel of Despair,,UMA,Creature,,3WWBB,,7.0,0.0,WB,U,0.9
Angel of Destiny,,ZNR,Creature,,3WW,,5.0,0.0,W,M,4.43
Angel of Finality,,AFC,Creature,,3W,,4.0,0.0,W,R,0.19
Angel of Flight Alabaster,,VOC,Creature,,4W,,5.0,0.0,W,R,0.11
Angel of Fury,,ME2,Creature,,4WW,,6.0,0.0,W,R,2.47
Angel of Glory's Rise,,MIC,Creature,,5WW,,7.0,0.0,W,R,0.23
Angel of Grace,,RNA,Creature,,3WW,,5.0,0.0,W,M,0.72
Angel of Invention,,KLD,Creature,,3WW,,5.0,0.0,W,M,3.51
Angel of Jubilation,,AVR,Creature,,1WWW,,4.0,0.0,W,R,7.36
Angel of Light,,ME2,Creature,,4W,,5.0,0.0,W,U,4.3
Angel of Mercy,,JMP,Creature,,4W,,5.0,0.0,W,C,0.07
Angel of Renewal,,BFZ,Creature,,5W,,6.0,0.0,W,U,0.1
Angel of Retribution,,BBD,Creature,,6W,,7.0,0.0,W,U,0.07
Angel of Salvation,,TSR,Creature,,6WW,,8.0,0.0,W,R,0.14
Angel of Sanctions,,C19,Creature,,3WW,,5.0,0.0,W,M,0.43
Angel of Serenity,,C21,Creature,,4WWW,,7.0,0.0,W,M,0.36
Angel of Suffering,,SNC,Creature,,3BB,,5.0,0.0,B,M,1.06
Angel of the Dawn,,CMR,Creature,,4W,,5.0,0.0,W,C,0.01
Angel of the Dire Hour,,JMP,Creature,,5WW,,7.0,0.0,W,R,0.74
Angel of the God-Pharaoh,,HOU,Creature,,4WW,,6.0,0.0,W,U,0.11
Angel of the Ruins,,C21,Creature Artifact,,5WW,,7.0,0.0,W,R,0.27
Angel of Vitality,,M20,Creature,,2W,,3.0,0.0,W,U,1.92
Angel's Feather,,DVD,Artifact,,2,,2.0,0.0,C,U,0.08
Angel's Grace,,TSR,Instant,,W,,1.0,0.0,W,R,2.67
Angel's Herald,,ALA,Creature,,W,,1.0,0.0,W,U,0.07
Angel's Mercy,,M13,Instant,,2WW,,4.0,0.0,W,C,0.04
Angelsong,,DVD,Instant,,1W,,2.0,0.0,W,C,0.25
Angel's Tomb,,ORI,Artifact,,3,,3.0,0.0,C,U,0.11
Angel's Trumpet,,ULG,Artifact,,3,,3.0,0.0,C,U,1.64
Anger,,AFC,Creature,,3R,,4.0,0.0,R,U,3.81
Anger of the Gods,,2X2,Sorcery,,1RR,,3.0,0.0,R,R,0.47
Angler Drake,,AKH,Creature,,4UU,,6.0,0.0,U,U,0.04
Angler Turtle,,CLB,Creature,,5UU,,7.0,0.0,U,R,0.12
"Angrath, Captain of Chaos",,WAR,Planeswalker,,2B/RB/R,,6.0,0.0,BR,U,0.14
"Angrath, Minotaur Pirate",,RIX,Planeswalker,,4BR,,6.0,0.0,BR,M,2.22
Angrath's Ambusher,,RIX,Creature,,2B,,3.0,0.0,B,U,0.19
Angrath's Fury,,RIX,Sorcery,,3BR,,5.0,0.0,BR,R,0.27
Angrath's Marauders,,XLN,Creature,,5RR,,7.0,0.0,R,R,1.1
Angrath's Rampage,,WAR,Sorcery,,BR,,2.0,0.0,BR,U,0.15
"Angrath, the Flame-Chained",,RIX,Planeswalker,,3BR,,5.0,0.0,BR,M,2.63
Angry Mob,,ME1,Creature,,2WW,,4.0,0.0,W,U,0.21
Anguished Unmaking,,2X2,Instant,,1WB,,3.0,0.0,WB,R,4.6
Angus Mackenzie,,ME3,Creature,,GWU,,3.0,0.0,WUG,R,431.65
An-Havva Constable,,5ED,Creature,,1GG,,3.0,0.0,G,R,0.23
An-Havva Inn,,HML,Sorcery,,1GG,,3.0,0.0,G,U,0.26
An-Havva Township,,HML,Land,,,,0.0,0.0,WRG,U,0.27
"Anhelo, the Painter",,NCC,Creature,,UBR,,3.0,0.0,UBR,M,0.16
Animal Boneyard,,ODY,Enchantment,,2W,,3.0,0.0,W,U,0.33
